id,label,year,list,link,countries,primary_concepts,secondary_concepts
element_12,Le théâtre Nôgaku,2008,RL,https://ich.unesco.org/fr/RL/le-thtre-ngaku-00012,Japon,Arts du spectacle; Masque; Musique vocale; Théâtre,Affectivité; Costumes; Créatures légendaires; Danse; Enseignement des arts dramatiques; Humour (littéraire); Instruments de percussion; Littérature folklorique; Légende; Musique instrumentale; Oeuvre littéraire représentative; Orchestre; Savoir-faire liés à l’artisanat traditionnel; Traditions et expressions orales; Zone urbaine
element_13,La création et le symbolisme des croix,2008,RL,https://ich.unesco.org/fr/RL/la-cration-et-le-symbolisme-des-croix-00013,Lituanie,Art religieux; Sculpture sur bois,Agro-écosystèmes; Arts textiles; Bois; Catholicisme; Changements socioculturels abruptes; Connaissances et pratiques concernant la nature et l’univers; Exode rural; Fleur; Formation à l'artisanat; Géométrie; Motif; Médias de communication de masse; Objets rituels; Offrande; Rituel agraire; Récolte; Saint; Savoir-faire liés à l’artisanat traditionnel; Travail du bois; Éducation non formelle
element_14,L’espace culturel de la place Jemaa el-Fna,2008,RL,https://ich.unesco.org/fr/RL/lespace-culturel-de-la-place-jemaa-el-fna-00014,Maroc,Espace culturel; Espace urbain,"Arts du spectacle; Arts du spectacle; Barde; Changements socioculturels abruptes; Danse; Divertissement; Développement urbain; Magie; Marché; Musique instrumentale; Médecine traditionnelle; Narration d'histoires; Pratiques sociales, rituels et événements festifs; Préparation des aliments; Savoir-faire liés à l’artisanat traditionnel; Tatouage; Touristification; Tradition orale; Traditions et expressions orales; Zone urbaine"
element_15,"Le Hudhud, récits chantés des Ifugao",2008,RL,https://ich.unesco.org/fr/RL/le-hudhud-rcits-chants-des-ifugao-00015,Philippines,Montagne; Musique vocale; Poésie épique; Tradition orale; Traditions et expressions orales,"Agriculture; Agro-écosystèmes; Arrivée de nouvelles technologies; Catholicisme; Chants de travail; Choeur; Connaissances et pratiques concernant la nature et l’univers; Croyance religieuse; Culture du sol; Droit coutumier; Funérailles; Intolérance; Légende; Matriarchie; Musique instrumentale; Narration d'histoires; Praticiens âgés; Riz; Récolte; Zones marines, côtières et insulaires"
element_16,Le rituel royal ancestral du sanctuaire de Jongmyo et sa musique,2008,RL,https://ich.unesco.org/fr/RL/le-rituel-royal-ancestral-du-sanctuaire-de-jongmyo-et-sa-musique-00016,République de Corée,"Confucianisme; Danse; Pratiques sociales, rituels et événements festifs; Rituels",Aristocratie; Changements socioculturels abruptes; Chorégraphie; Christianisme; Idiophones; Instruments de percussion; Instruments à cordes; Instruments à vents; Musique instrumentale; Oeuvre littéraire représentative; Offrande; Vénération des morts; Zone urbaine
element_17,L’espace culturel et la culture orale des Semeiskie,2008,RL,https://ich.unesco.org/fr/RL/lespace-culturel-et-la-culture-orale-des-semeiskie-00017,Fédération de Russie,"Eglise orthodoxe orientale; Espace culturel; Herbage, savanne; Pratiques sociales, rituels et événements festifs",Architecture; Arrivée de nouvelles technologies; Artisanat; Chant polyphonique; Costumes; Danse; Exilé; Famille; Habitude alimentaire; Lac; Montagne; Musique instrumentale; Musique vocale; Pratique religieuse; Savoir-faire liés à l’artisanat traditionnel; Terres humides intérieures; Traditions et expressions orales; Transformation économique rapide
element_18,Le mystère d’Elche,2008,RL,https://ich.unesco.org/fr/RL/le-mystre-delche-00018,Espagne,Drame; Musique vocale; Pratique religieuse; Représentation théâtrale,"Arts du spectacle; Arts textiles; Catholicisme; Chant polyphonique; Ciel; Equipement scénique; Festival; Funérailles; Machine; Pratiques sociales, rituels et événements festifs; Procession; Rituels; Zone urbaine; Église (édifice)"
element_19,L’espace culturel du district de Boysun,2008,RL,https://ich.unesco.org/fr/RL/lespace-culturel-du-district-de-boysun-00019,Ouzbékistan,Espace culturel; Montagne,"Agro-écosystèmes; Chamanisme; Cheval; Connaissances et pratiques concernant la nature et l’univers; Costumes; Cycle de vie; Danse; Festival; Feu; Funérailles; Instruments à cordes; Instruments à vents; Intolérance; Légende; Mariage; Musique instrumentale; Musique vocale; Poésie épique; Pratiques sociales, rituels et événements festifs; Rituel agraire; Savoir-faire liés à l’artisanat traditionnel; Syncrétisme religieux; Traditions et expressions orales"
element_1,"La langue, la danse et la musique des Garifuna",2008,RL,https://ich.unesco.org/fr/RL/la-langue-la-danse-et-la-musique-des-garifuna-00001,"Belize, Guatemala, Honduras, Nicaragua","Danse; Langues locales; Musique instrumentale; Tradition orale; Zones marines, côtières et insulaires",Agriculture; Agro-écosystèmes; Architecture; Arts du spectacle; Construction navale; Esclavage; Festival; Histoire coloniale; Histoire orale; Instruments de percussion; Intolérance; Manioc; Narration d'histoires; Pêche en mer; Satire; Traditions et expressions orales
element_39,Le mugham azerbaïdjanais,2008,RL,https://ich.unesco.org/fr/RL/le-mugham-azerbadjanais-00039,Azerbaïdjan,Musique instrumentale; Musique vocale; Zone urbaine,Arts du spectacle; Changements socioculturels abruptes; Concours; Improvisation; Instruments de percussion; Instruments à cordes frottées; Instruments à cordes pincées; Mariage; Montagne; Pratique religieuse; Soufisme; Tradition orale; Éducation musicale
element_33,Le carnaval de Binche,2008,RL,https://ich.unesco.org/fr/RL/le-carnaval-de-binche-00033,Belgique,"Carnaval; Masque; Pratiques sociales, rituels et événements festifs; Procession",Artisanat; Arts du spectacle; Arts du spectacle; Cire; Costumes; Danse; Espace urbain; Fanfare; Festival; Idiophones; Instruments de percussion; Plumes; Savoir-faire liés à l’artisanat traditionnel; Travestissement; Zone urbaine
element_37,"L’art des Meddah, conteurs publics",2008,RL,https://ich.unesco.org/fr/RL/lart-des-meddah-conteurs-publics-00037,Türkiye,Narration d'histoires; Satire; Tradition orale,Arts du spectacle; Barde; Changements socioculturels abruptes; Critique sociale; Drame; Espace urbain; Humour (littéraire); Légende; Médias de communication de masse; Poésie épique; Théâtre; Traditions et expressions orales; Valeur morale; Écosystème non-spécifique; Éducation communautaire
element_42,L’espace culturel de Kihnu,2008,RL,https://ich.unesco.org/fr/RL/lespace-culturel-de-kihnu-00042,Estonie,"Espace culturel; Musique vocale; Savoir-faire liés à l’artisanat traditionnel; Zones marines, côtières et insulaires","Agriculture; Agro-écosystèmes; Artisanat; Arts du spectacle; Arts textiles; Broderie; Chasse; Connaissances et pratiques concernant la nature et l’univers; Costumes; Danse; Ile; Laine; Mariage; Musique instrumentale; Participation de la femme; Pratiques sociales, rituels et événements festifs; Pêche en mer; Ressources financières insuffisantes; Sensibilisation à l'environnement; Tissage; Touristification; Tradition orale; Traditions et expressions orales"
element_48,La cosmovision andine des Kallawaya,2008,RL,https://ich.unesco.org/fr/RL/la-cosmovision-andine-des-kallawaya-00048,Bolivie (État plurinational de),Connaissances et pratiques concernant la nature et l’univers; Ethnobotanique; Montagne; Médecine traditionnelle; Plante médicinale,"Apprentissage (métiers); Arts textiles; Changements socioculturels abruptes; Cosmologie; Costumes; Croyance religieuse; Détournement; Forêt; Instruments de percussion; Instruments à vents; Musique instrumentale; Médicament; Participation de la femme; Pratiques sociales, rituels et événements festifs; Produit d'origine animale; Rituels; Syncrétisme religieux; Tissage"
element_49,Les expressions orales et graphiques des Wajapi,2008,RL,https://ich.unesco.org/fr/RL/les-expressions-orales-et-graphiques-des-wajapi-00049,Brésil,Espace culturel; Forêt; Peinture corporelle; Technique de communication; Tradition orale,Agro-écosystèmes; Animal sauvage; Changements socioculturels abruptes; Connaissances et pratiques concernant la nature et l’univers; Cosmologie; Dessin; Forêt tropicale; Géométrie; Jaguar; Motif; Mythologie; Plante; Poisson; Praticiens âgés; Savoir-faire liés à l’artisanat traditionnel; Serpent; Teintures naturelles; Traditions et expressions orales; Transfert de savoir-faire
element_51,Le carnaval de Barranquilla,2008,RL,https://ich.unesco.org/fr/RL/le-carnaval-de-barranquilla-00051,Colombie,Carnaval; Danse; Procession; Zone urbaine,"Artisanat; Arts du spectacle; Arts du spectacle; Char; Costumes; Festival; Histoire coloniale; Instruments de percussion; Instruments à vents; Masque; Musique instrumentale; Pratique religieuse; Pratiques sociales, rituels et événements festifs; Satire; Société pluri-ethnique; Surcommercialisation; Zones marines, côtières et insulaires"
element_52,La Tumba Francesa,2008,RL,https://ich.unesco.org/fr/RL/la-tumba-francesa-00052,Cuba,Danse; Musique instrumentale; Musique vocale; Zone urbaine,"Arts du spectacle; Costumes; Esclavage; Histoire coloniale; Idiophones; Improvisation; Instruments de percussion; Zones marines, côtières et insulaires"
element_53,Les traditions des Marrons de Moore Town,2008,RL,https://ich.unesco.org/fr/RL/les-traditions-des-marrons-de-moore-town-00053,Jamaïque,"Esclavage; Espace culturel; Montagne; Pratiques sociales, rituels et événements festifs",Agro-écosystèmes; Arbre; Arts du spectacle; Connaissances et pratiques concernant la nature et l’univers; Corne; Croyance religieuse; Danse; Forces armées; Forêt; Histoire coloniale; Ile; Instruments de percussion; Instruments à vents; Intolérance; Musique instrumentale; Musique vocale; Médecine traditionnelle; Ressources financières insuffisantes; Syncrétisme religieux; Tradition orale; Traditions et expressions orales; Vénération des morts
element_54,Les fêtes indigènes dédiées aux morts,2008,RL,https://ich.unesco.org/fr/RL/les-ftes-indignes-ddies-aux-morts-00054,Mexique,"Pratique religieuse; Pratiques sociales, rituels et événements festifs; Rituels; Vénération des morts",Artisanat; Christianisme; Connaissances et pratiques concernant la nature et l’univers; Famille; Festival; Fleur; Maïs; Offrande; Préparation des aliments; Rituel agraire; Récolte; Syncrétisme religieux; Écosystème non-spécifique
element_60,Le Ballet royal du Cambodge,2008,RL,https://ich.unesco.org/fr/RL/le-ballet-royal-du-cambodge-00060,Cambodge,Aristocratie; Arts du spectacle; Danse; Zone urbaine,"Affectivité; Agro-écosystèmes; Changements socioculturels abruptes; Chorégraphie; Costumes; Festival; Funérailles; Idiophones; Instruments de percussion; Instruments à vents; Intolérance; Mariage; Masque; Orchestre; Post-conflit; Pratiques sociales, rituels et événements festifs; Reconstruction; Ressources financières insuffisantes; Singe; Touristification; Traditions et expressions orales; Éducation physique"
element_61,Le Guqin et sa musique,2008,RL,https://ich.unesco.org/fr/RL/le-guqin-et-sa-musique-00061,Chine,Instrument de musique; Instruments à cordes pincées; Musique instrumentale,Apprentissage (métiers); Arts du spectacle; Fabrication d'instruments; Savoir-faire liés à l’artisanat traditionnel; Sculpture sur bois; Écosystème non-spécifique; Éducation musicale; Élite culturelle
element_62,La tradition du chant védique,2008,RL,https://ich.unesco.org/fr/RL/la-tradition-du-chant-vdique-00062,Inde,Croyance religieuse; Musique vocale; Oeuvre littéraire représentative; Tradition orale; Écosystème non-spécifique,"Agro-écosystèmes; Clergé; Feu; Hindouisme; Histoire orale; Mathématiques; Offrande; Philosophie; Phonétique; Poésie; Pratique religieuse; Pratiques sociales, rituels et événements festifs; Rituels; Traditions et expressions orales"
element_63,Le théâtre de marionnettes wayang,2008,RL,https://ich.unesco.org/fr/RL/le-thtre-de-marionnettes-wayang-00063,Indonésie,"Marionnette; Théâtre; Théâtre d'ombre; Zones marines, côtières et insulaires",Agro-écosystèmes; Artisan; Arts du spectacle; Changements socioculturels abruptes; Costumes; Cuir; Ile; Instrument de musique; Musique instrumentale; Musique vocale; Mémorisation; Narration d'histoires; Poésie épique; Satire; Savoir-faire liés à l’artisanat traditionnel; Sculpture sur bois; Tradition orale; Transfert de savoir-faire; Valeur morale; Zone urbaine
element_64,Le théâtre de marionnettes Ningyo Johruri Bunraku,2008,RL,https://ich.unesco.org/fr/RL/le-thtre-de-marionnettes-ningyo-johruri-bunraku-00064,Japon,Arts du spectacle; Marionnette; Théâtre,Artisan; Artiste interprète; Costumes; Drame; Improvisation; Instruments à cordes pincées; Musique instrumentale; Musique vocale; Narration d'histoires; Savoir-faire liés à l’artisanat traditionnel; Sculpture sur bois; Traditions et expressions orales; Valeur morale; Valeur sociale; Zone urbaine
element_65,"L’art des Akyn, conteurs épiques Kirghiz",2008,RL,https://ich.unesco.org/fr/RL/lart-des-akyn-conteurs-piques-kirghiz-00065,Kirghizistan,"Herbage, savanne; Musique vocale; Poésie épique; Tradition orale; Traditions et expressions orales","Agro-écosystèmes; Apprentissage (métiers); Barde; Cheval; Improvisation; Instruments à cordes pincées; Légende; Montagne; Narration d'histoires; Nomade; Pastoralisme; Philosophie; Pratiques sociales, rituels et événements festifs; Rituels; Valeur sociale"
element_68,La musique traditionnelle du Morin Khuur,2008,RL,https://ich.unesco.org/fr/RL/la-musique-traditionnelle-du-morin-khuur-00068,Mongolie,Arts du spectacle; Instruments à cordes frottées; Musique instrumentale; Musique vocale,"Apprentissage (métiers); Artisanat; Cheval; Danse; Exode rural; Fabrication d'instruments; Herbage, savanne; Nomade; Objets rituels; Pastoralisme; Pratique religieuse; Pratiques sociales, rituels et événements festifs; Rituels; Savoir-faire liés à l’artisanat traditionnel; Sculpture sur bois; Steppe; Tradition orale; Zootechnie"
element_70,Les chants épiques Pansori,2008,RL,https://ich.unesco.org/fr/RL/les-chants-piques-pansori-00070,République de Corée,Arts du spectacle; Musique vocale; Narration d'histoires; Poésie épique,Apprentissage (métiers); Artiste interprète; Chamanisme; Chorégraphie; Improvisation; Instruments de percussion; Oeuvre littéraire représentative; Théâtralisation; Tradition orale; Traditions et expressions orales; Écosystème non-spécifique; Élite culturelle
element_72,"Lakalaka, danses et discours chantés du Tonga",2008,RL,https://ich.unesco.org/fr/RL/lakalaka-danses-et-discours-chants-du-tonga-00072,Tonga,Arts du spectacle; Chant polyphonique; Danse; Musique instrumentale; Musique vocale,"Chorégraphie; Costumes; Festival; Histoire orale; Ile; Légende; Monarchie; Percussions corporelles; Poésie; Pratiques sociales, rituels et événements festifs; Traditions et expressions orales; Valeur morale; Zones marines, côtières et insulaires"
element_73,Les dessins sur le sable de Vanuatu,2008,RL,https://ich.unesco.org/fr/RL/les-dessins-sur-le-sable-de-vanuatu-00073,Vanuatu,"Communication non verbale; Dessin; Sable; Zones marines, côtières et insulaires","Chorégraphie; Compétences techniques; Connaissances et pratiques concernant la nature et l’univers; Esthétique; Géométrie; Ile; Improvisation; Motif; Mythologie; Mémorisation; Pratiques sociales, rituels et événements festifs; Rituels; Symbole; Tradition orale; Transfert de savoir-faire"
element_74,"Le Nha Nhac, musique de cour vietnamienne",2008,RL,https://ich.unesco.org/fr/RL/le-nha-nhac-musique-de-cour-vietnamienne-00074,Viet Nam,Arts du spectacle; Danse; Musique instrumentale; Orchestre,"Aristocratie; Chorégraphie; Connaissances et pratiques concernant la nature et l’univers; Cosmologie; Costumes; Festival; Funérailles; Idiophones; Instruments de percussion; Instruments à cordes; Instruments à vents; Post-conflit; Pratique religieuse; Pratiques sociales, rituels et événements festifs; Transformation économique rapide; Zone urbaine"
element_75,L’épopée Al-Sirah al-Hilaliyyah,2008,RL,https://ich.unesco.org/fr/RL/lpope-al-sirah-al-hilaliyyah-00075,Égypte,Musique vocale; Poésie épique; Traditions et expressions orales; Zone aride,Apprentissage (métiers); Arts du spectacle; Changements socioculturels abruptes; Circoncision; Histoire orale; Improvisation; Instruments de percussion; Instruments à cordes; Mariage; Musique instrumentale; Médias de communication de masse; Mémorisation; Narration d'histoires; Praticiens âgés; Touristification; Tradition orale
element_76,Le maqâm iraquien,2008,RL,https://ich.unesco.org/fr/RL/le-maqm-iraquien-00076,Iraq,Arts du spectacle; Musique instrumentale; Musique vocale; Orchestre,Espace urbain; Idiophones; Improvisation; Instruments de percussion; Instruments à cordes frottées; Instruments à cordes pincées; Poésie; Prose; Traditions et expressions orales; Zone urbaine; Élite culturelle
element_77,Le chant de Sana’a,2008,RL,https://ich.unesco.org/fr/RL/le-chant-de-sanaa-00077,Yémen,Arts du spectacle; Musique instrumentale; Musique vocale; Zone urbaine,Affectivité; Changements socioculturels abruptes; Danse; Fabrication d'instruments; Idiophones; Instruments à cordes pincées; Mariage; Poésie; Praticiens âgés; Traditions et expressions orales; Zone aride
element_80,Le savoir-faire du travail du bois des Zafimaniry,2008,RL,https://ich.unesco.org/fr/RL/le-savoir-faire-du-travail-du-bois-des-zafimaniry-00080,Madagascar,Construction de logements; Forêt; Sculpture sur bois; Travail du bois,Architecture; Artisan; Artisanat; Arts décoratifs; Bois; Charpenterie; Compétences techniques; Connaissances et pratiques concernant la nature et l’univers; Déboisement; Foresterie; Géométrie; Montagne; Motif; Savoir-faire liés à l’artisanat traditionnel; Sculpture; Symbole; Tenon et mortaise; Touristification; Tradition orale
element_82,Les chants polyphoniques des pygmées Aka de Centrafrique,2008,RL,https://ich.unesco.org/fr/RL/les-chants-polyphoniques-des-pygmes-aka-de-centrafrique-00082,République centrafricaine,Chant polyphonique; Musique vocale; Rituels,Arts du spectacle; Chasse; Chorégraphie; Danse rituelle; Déboisement; Exode rural; Forêt; Funérailles; Improvisation; Instruments de percussion; Instruments à cordes; Musique instrumentale; Percussions corporelles; Théâtralisation; Tradition orale; Traditions et expressions orales; Transfert de savoir-faire; Valeur sociale; Établissement humain
element_87,Les célébrations de chants et danses baltes,2008,RL,https://ich.unesco.org/fr/RL/les-clbrations-de-chants-et-danses-baltes-00087,"Estonie, Lettonie, Lituanie","Choeur; Danse; Musique vocale; Pratiques sociales, rituels et événements festifs; Zone urbaine",Agro-écosystèmes; Art populaire; Artisanat; Arts du spectacle; Arts du spectacle; Costumes; Exode rural; Festival; Musique instrumentale; Transformation économique rapide
element_89,La musique Shashmaqom,2008,RL,https://ich.unesco.org/fr/RL/la-musique-shashmaqom-00089,"Ouzbékistan, Tadjikistan","Arts du spectacle; Herbage, savanne; Musique instrumentale; Musique vocale",Croyance religieuse; Instruments de percussion; Instruments à cordes; Instruments à vents; Mathématiques; Montagne; Musicologie; Notation musicale; Orchestre; Poésie; Soufisme; Tradition orale; Traditions et expressions orales; Zone urbaine; Éducation musicale
element_92,Le Duduk et sa musique,2008,RL,https://ich.unesco.org/fr/RL/le-duduk-et-sa-musique-00092,Arménie,Bois (instruments); Musique instrumentale,Affectivité; Arbre; Artisan; Arts du spectacle; Bois; Danse; Fabrication d'instruments; Festival; Funérailles; Improvisation; Mariage; Musique vocale; Plante; Respiration circulaire; Savoir-faire liés à l’artisanat traditionnel; Sculpture sur bois; Théâtralisation; Transformation économique rapide; Écosystème non-spécifique
element_95,"Les Babi de Bistritsa, polyphonie, danses et pratiques rituelles archaïques de la région de Shoplouk",2008,RL,https://ich.unesco.org/fr/RL/les-babi-de-bistritsa-polyphonie-danses-et-pratiques-rituelles-archaques-de-la-rgion-de-shoplouk-00095,Bulgarie,Chant polyphonique; Danse; Musique vocale,"Agro-écosystèmes; Arts du spectacle; Chorégraphie; Costumes; Praticiens âgés; Pratiques sociales, rituels et événements festifs; Rite d'initiation; Transformation économique rapide; Vocabulaire"
element_99,La Fujara et sa musique,2008,RL,https://ich.unesco.org/fr/RL/la-fujara-et-sa-musique-00099,Slovaquie,Bois (instruments); Musique vocale; Pastoralisme,"Artisanat; Arts du spectacle; Bois; Changements socioculturels abruptes; Fabrication d'instruments; Festival; Herbage, savanne; Mouton; Musique instrumentale; Praticiens âgés; Savoir-faire liés à l’artisanat traditionnel; Sculpture sur bois; Transformation économique rapide; Zootechnie"
element_100,"Le Sema, cérémonie Mevlevi",2008,RL,https://ich.unesco.org/fr/RL/le-sema-crmonie-mevlevi-00100,Türkiye,Danse rituelle; Pratique religieuse; Soufisme,"Arts du spectacle; Bois (instruments); Confrérie; Groupe religieux; Idiophones; Instruments de percussion; Instruments à cordes; Musique religieuse; Musique vocale; Poésie; Pratiques sociales, rituels et événements festifs; Relation Église-État; Retraite spirituelle; Rite d'initiation; Théâtralisation; Zone urbaine; Éthique"
element_90,Le rituel du Căluş,2008,RL,https://ich.unesco.org/fr/RL/le-rituel-du-clu-00090,Roumanie,Agro-écosystèmes; Danse rituelle; Magie; Rituels,"Arbre; Arts du spectacle; Bâton; Cheval; Costumes; Festival; Forêt; Instruments à cordes; Musique instrumentale; Musique vocale; Médecine traditionnelle; Pratiques sociales, rituels et événements festifs; Procession; Rite d'initiation; Rituel de fertilité; Rituel de purification; Symbole"
element_101,La Samba de Roda de Recôncavo de Bahia,2008,RL,https://ich.unesco.org/fr/RL/la-samba-de-roda-de-recncavo-de-bahia-00101,Brésil,Danse; Musique instrumentale; Poésie; Zone urbaine,"Agro-écosystèmes; Animisme; Arts du spectacle; Catholicisme; Changements socioculturels abruptes; Chorégraphie; Cours d'eau; Esclavage; Fabrication d'instruments; Festival; Improvisation; Instruments de percussion; Instruments à cordes; Musique vocale; Médias de communication de masse; Praticiens âgés; Pratique religieuse; Pratiques sociales, rituels et événements festifs; Syncrétisme religieux; Terres humides intérieures; Zones marines, côtières et insulaires"
element_102,L’espace culturel de Palenque de San Basilio,2008,RL,https://ich.unesco.org/fr/RL/lespace-culturel-de-palenque-de-san-basilio-00102,Colombie,Esclavage; Espace culturel; Montagne; Pratiques socioculturelles,"Agro-écosystèmes; Arts du spectacle; Conflits; Cours d'eau; Danse; Famille; Festival; Forêt; Funérailles; Histoire coloniale; Intolérance; Langues locales; Mariage; Musique instrumentale; Médecine traditionnelle; Pratiques sociales, rituels et événements festifs; Spiritisme; Terres humides intérieures; Tradition orale; Traditions et expressions orales; Transformation économique rapide; Étudiante"
element_103,Les traditions pastorales et les chars à bœufs du Costa Rica,2008,RL,https://ich.unesco.org/fr/RL/les-traditions-pastorales-et-les-chars-boeufs-du-costa-rica-00103,Costa Rica,Agro-écosystèmes; Patrimoine rural; Travail du bois; Véhicule,"Agriculteur; Arrivée de nouvelles technologies; Artisanat; Bois; Bétail; Café; Compétences techniques; Concours; Fleur; Idiophones; Montagne; Peinture; Pratique religieuse; Pratiques sociales, rituels et événements festifs; Procession; Savoir-faire liés à l’artisanat traditionnel; Vache; Zones marines, côtières et insulaires; Zootechnie"
element_104,La tradition du théâtre dansé Cocolo,2008,RL,https://ich.unesco.org/fr/RL/la-tradition-du-thtre-dans-cocolo-00104,République dominicaine,Danse; Théâtre; Zone urbaine,"Arts du spectacle; Carnaval; Costumes; Drame; Esclavage; Festival; Histoire coloniale; Langues locales; Légende; Masque; Musique instrumentale; Mythologie; Praticiens âgés; Pratique religieuse; Procession; Syncrétisme religieux; Traditions et expressions orales; Zones marines, côtières et insulaires"
element_107,Les chants des Baul,2008,RL,https://ich.unesco.org/fr/RL/les-chants-des-baul-00107,Bangladesh,Agro-écosystèmes; Musique instrumentale; Musique vocale,"Arts du spectacle; Barde; Bouddhisme; Danse; Hindouisme; Instruments de percussion; Instruments à cordes pincées; Narration d'histoires; Philosophie; Poésie; Ressources financières insuffisantes; Soufisme; Syncrétisme religieux; Terres humides intérieures; Tradition orale; Traditions et expressions orales; Zones marines, côtières et insulaires; Éducation religieuse"
